# config.machine: epyc7351-2080ti
# config.bin: ./bench-rtrack
# config.numactl: 
# config.transforms: rsweep
# config.methods: all
# config.n: 2048; 4096; 8192; 16384
# config.chunk_mib: 4; 16; 64; 256
# config.threads: 8
# config.warmup: 5
# config.iters: 30
# config.out_csv: bench/results/bp_rsweep_epyc7351-2080ti.csv
# calibration.timestamp: 2026-08-10T17:20:52+0900
# calibration.hostname: rebel-gpu1
# calibration.kernel: Linux rebel-gpu1 6.8.0-124-generic #124~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue May 26 21:05:19 UTC  x86_64
# calibration.cpu_model: AMD EPYC 7351 16-Core Processor
# calibration.governors: performance
# calibration.transparent_hugepage: always [madvise] never
# calibration.numactl_available: False
# calibration.cuda_toolkit: None
# calibration.gpus: {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}
# calibration.pcie_under_load.gen: 3
# calibration.pcie_under_load.width: 16
# calibration.triad_gbps: 25.9
# calibration.nvbandwidth: None
# calibration.notes: nvbandwidth not installed
machine,gpu,method,transform,N,dtype_out,r,threads,chunk_req_mib,staging_bytes,n_chunks,median_ms,min_ms,p95_ms,iqr_over_median_pct,unstable,effective_input_GBps,gpu_pipeline_ms,cpu_stage_ms,h2d_ms,gpu_kernel_ms,gpu_recv_ms,verified,variant,wire,h2d_occupancy
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,nchw_nhwc_quant,2048,f32,1,8,4,4194304,4,1.45099,1.42708,1.45634,1.49911,0,11.5626,1.44488,0,1.29822,0.135328,0,1,rsweep,f32,0.898972
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,nchw_nhwc_quant,2048,f32,1,8,4,4194304,4,1.34942,1.34553,1.35054,0.145365,0,12.4329,1.34394,0,1.29706,0.13976,0,1,rsweep,f32,0.965108
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,2048,f32,1,8,16,16777216,1,6.00012,5.94684,6.69125,2.30822,0,2.79615,5.99173,4.67609,1.30202,0,0,1,rsweep,f32,0.21728
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,2048,f32,1,8,16,16777216,1,2.89838,2.87758,2.90631,0.282775,0,5.78849,2.89109,1.46922,1.30232,0.104752,0,1,rsweep,f32,0.450533
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,nchw_nhwc_quant,2048,f32,1,8,16,16777216,1,1.40601,1.40014,1.40936,0.251229,0,11.9325,1.40067,0,1.28827,0.106416,0,1,rsweep,f32,0.919755
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,nchw_nhwc_quant,2048,f32,1,8,16,16777216,1,1.4047,1.39911,1.40559,0.155293,0,11.9436,1.39986,0,1.28707,0.099872,0,1,rsweep,f32,0.919457
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,2048,f32,0.5,8,4,4194304,2,5.90253,5.55046,6.27222,5.48304,1,2.84238,5.89523,5.46242,0.678784,0,0.055472,1,rsweep,f16,0.115065
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,2048,f32,0.5,8,16,8388608,1,6.05775,5.84131,6.80459,5.67467,1,2.76955,6.05042,5.31203,0.665952,0,0.049824,1,rsweep,f16,0.110146
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,2048,f32,0.25,8,4,4194304,1,6.10691,5.8101,6.17588,0.957298,0,2.74725,6.1008,5.69814,0.338144,0,0.049664,1,rsweep,s8,0.0553774
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,2048,f32,0.125,8,4,2097152,1,5.88093,5.8338,6.08765,3.24516,0,2.85281,5.87461,5.61878,0.179552,0,0.062496,1,rsweep,s4,0.0305591
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,blocked_transpose,4096,f32,1,8,4,4194304,16,6.00142,5.55121,7.97453,3.42838,0,11.1822,5.99448,5.41402,5.40264,0,0,1,rsweep,f32,0.907674
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,4096,f32,1,8,4,4194304,16,6.82587,6.3926,7.12466,5.74283,1,9.83155,6.8192,6.01116,5.46834,0.291824,0,1,rsweep,f32,0.806254
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,blocked_transpose,4096,f32,1,8,4,4194304,16,5.5098,5.50678,5.51514,0.0291868,0,12.1799,5.50322,0,5.1823,0.292272,0,1,rsweep,f32,0.941622
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,blocked_transpose,4096,f32,1,8,4,4194304,16,5.24602,5.24219,5.24765,0.0311679,0,12.7923,5.24043,0,5.1839,0.41872,0,1,rsweep,f32,0.989298
